NGA,Polity,Section,Subsection,Variable,Value From,Value To,Date From,Date To,Fact Type,Value Note,Date Note,Comment
Susiana,IrForma,Social Complexity variables,Information,Script,absent,,,,simple,simple,,
Susiana,IrForma,Social Complexity variables,Information,Non-phonetic writing,absent,,,,simple,simple,,
Susiana,IrForma,Social Complexity variables,Information,Phonetic alphabetic writing,absent,,,,simple,simple,,
Susiana,IrForma,Social Complexity variables,Information,Lists tables and classifications,absent,,,,simple,simple,,
Susiana,IrForma,Social Complexity variables,Information,Calendar,absent,,,,simple,simple,,
Susiana,IrForma,Social Complexity variables,Information,Sacred Texts,absent,,,,simple,simple,,
Susiana,IrForma,Social Complexity variables,Information,Religious literature,absent,,,,simple,simple,,
Susiana,IrForma,Social Complexity variables,Information,Practical literature,absent,,,,simple,simple,,
Susiana,IrForma,Social Complexity variables,Information,History,absent,,,,simple,simple,,
Susiana,IrForma,Social Complexity variables,Information,Philosophy,absent,,,,simple,simple,,
Susiana,IrForma,Social Complexity variables,Information,Scientific literature,absent,,,,simple,simple,,
Susiana,IrForma,Social Complexity variables,Information,Fiction,absent,,,,simple,simple,,
Susiana,IrForma,Social Complexity variables,Other,Articles,inferred present,,,,simple,simple,,
Susiana,IrForma,Social Complexity variables,Other,Foreign coins,inferred absent,,,,simple,simple,,
Susiana,IrForma,Social Complexity variables,Other,Indigenous coins,inferred absent,,,,simple,simple,,
Susiana,IrForma,Social Complexity variables,Other,Paper currency,inferred absent,,,,simple,simple,,
Susiana,IrForma,Social Complexity variables,Other,Debt and credit structures,inferred absent,,,,simple,simple,,
Susiana,IrForma,Social Complexity variables,Other,Couriers,inferred absent,,,,simple,simple,,
Susiana,IrForma,Social Complexity variables,Other,Postal stations,inferred absent,,,,simple,simple,,
Susiana,IrForma,Social Complexity variables,Other,General postal service,inferred absent,,,,simple,simple,,
Susiana,IrArcha,Social Complexity variables,,RA,Edward A L Turner,,,,complex,list,,
Susiana,IrArcha,Social Complexity variables,,RA, Agathe Dupeyron,,,,complex,list,,
Susiana,IrArcha,Social Complexity variables,Hierarchical Complexity,Settlement hierarchy,1,,,,simple,simple,,
Susiana,IrArcha,Social Complexity variables,Hierarchical Complexity,Administrative levels,1,,,,simple,simple,,
Susiana,IrArcha,Social Complexity variables,Hierarchical Complexity,Religious levels,1,,,,simple,simple,,
Susiana,IrArcha,Social Complexity variables,Hierarchical Complexity,Military levels,1,,,,simple,simple,,
Susiana,IrArcha,Social Complexity variables,Professions,Professional military officers,inferred absent,,,,simple,simple,,
Susiana,IrArcha,Social Complexity variables,Professions,Professional soldiers,inferred absent,,,,simple,simple,,
Susiana,IrArcha,Social Complexity variables,Professions,Professional priesthood,inferred absent,,,,simple,simple,,
Susiana,IrArcha,Social Complexity variables,Bureaucracy characteristics,Full-time bureaucrats,inferred absent,,,,simple,simple,,
Susiana,IrArcha,Social Complexity variables,Bureaucracy characteristics,Examination system,inferred absent,,,,simple,simple,,
Susiana,IrArcha,Social Complexity variables,Bureaucracy characteristics,Merit promotion,inferred absent,,,,simple,simple,,
Susiana,IrArcha,Social Complexity variables,Bureaucracy characteristics,Specialized government buildings,inferred absent,,,,simple,simple,,
Susiana,IrArcha,Social Complexity variables,Law,Formal legal code,inferred absent,,,,simple,simple,,
Susiana,IrArcha,Social Complexity variables,Law,Judges,inferred absent,,,,simple,simple,,
Susiana,IrArcha,Social Complexity variables,Law,Courts,inferred absent,,,,simple,simple,,
Susiana,IrArcha,Social Complexity variables,Law,Professional Lawyers,inferred absent,,,,simple,simple,,
Susiana,IrArcha,Social Complexity variables,Specialized Buildings: polity owned,Communal buildings,inferred present,,,,simple,simple,,
Susiana,IrArcha,Social Complexity variables,Specialized Buildings: polity owned,Special purpose house,inferred present,,,,simple,simple,,
Susiana,IrArcha,Social Complexity variables,Specialized Buildings: polity owned,Utilitarian public buildings,inferred present,,,,simple,simple,,
Susiana,IrArcha,Social Complexity variables,Specialized Buildings: polity owned,irrigation systems,inferred absent,,,,simple,simple,,
Susiana,IrArcha,Social Complexity variables,Specialized Buildings: polity owned,markets,inferred absent,,,,simple,simple,,
Susiana,IrArcha,Social Complexity variables,Specialized Buildings: polity owned,food storage sites,inferred present,,,,simple,simple,,
Susiana,IrArcha,Social Complexity variables,Specialized Buildings: polity owned,Symbolic buildings,absent,,,,simple,simple,,
Susiana,IrArcha,Social Complexity variables,Specialized Buildings: polity owned,Knowledge/information buildings,absent,,,,simple,simple,,
Susiana,IrArcha,Social Complexity variables,Specialized Buildings: polity owned,Roads,inferred absent,,,,simple,simple,,
Susiana,IrArcha,Social Complexity variables,Specialized Buildings: polity owned,Bridges,inferred absent,,,,simple,simple,,
Susiana,IrArcha,Social Complexity variables,Specialized Buildings: polity owned,Canals,inferred absent,,,,simple,simple,,
Susiana,IrArcha,Social Complexity variables,Specialized Buildings: polity owned,Ports,inferred absent,,,,simple,simple,,
Susiana,IrArcha,Social Complexity variables,Specialized Buildings: polity owned,Burial site,present,,,,simple,simple,,
Susiana,IrArcha,Social Complexity variables,Information,Length,inferred absent,,,,simple,simple,,
Susiana,IrArcha,Social Complexity variables,Information,Area,inferred absent,,,,simple,simple,,
Susiana,IrArcha,Social Complexity variables,Information,Volume,inferred absent,,,,simple,simple,,
Susiana,IrArcha,Social Complexity variables,Information,Weight,inferred absent,,,,simple,simple,,
Susiana,IrArcha,Social Complexity variables,Information,Time,inferred absent,,,,simple,simple,,
Susiana,IrArcha,Social Complexity variables,Information,Geometrical,inferred absent,,,,simple,simple,,
Susiana,IrArcha,Social Complexity variables,Information,Written records,absent,,,,simple,simple,,
Susiana,IrArcha,Social Complexity variables,Information,Script,absent,,,,simple,simple,,
Susiana,IrArcha,Social Complexity variables,Information,Non-phonetic writing,absent,,,,simple,simple,,
Susiana,IrArcha,Social Complexity variables,Information,Phonetic alphabetic writing,absent,,,,simple,simple,,
Susiana,IrArcha,Social Complexity variables,Information,Lists tables and classifications,absent,,,,simple,simple,,
Susiana,IrArcha,Social Complexity variables,Information,Calendar,absent,,,,simple,simple,,
Susiana,IrArcha,Social Complexity variables,Information,Sacred Texts,absent,,,,simple,simple,,
Susiana,IrArcha,Social Complexity variables,Information,Religious literature,absent,,,,simple,simple,,
Susiana,IrArcha,Social Complexity variables,Information,Practical literature,absent,,,,simple,simple,,
Susiana,IrArcha,Social Complexity variables,Information,History,absent,,,,simple,simple,,
Susiana,IrArcha,Social Complexity variables,Information,Philosophy,absent,,,,simple,simple,,
Susiana,IrArcha,Social Complexity variables,Information,Scientific literature,absent,,,,simple,simple,,
Susiana,IrArcha,Social Complexity variables,Information,Fiction,absent,,,,simple,simple,,
Susiana,IrArcha,Social Complexity variables,Other,Articles,present,,,,simple,simple,,
Susiana,IrArcha,Social Complexity variables,Other,Foreign coins,absent,,,,simple,simple,,
Susiana,IrArcha,Social Complexity variables,Other,Indigenous coins,absent,,,,simple,simple,,
Susiana,IrArcha,Social Complexity variables,Other,Paper currency,absent,,,,simple,simple,,
Susiana,IrArcha,Social Complexity variables,Other,Debt and credit structures,inferred absent,,,,simple,simple,,
Susiana,IrKhzE*,Social Complexity variables,,RA,Edward A L Turner,,,,complex,list,,
Susiana,IrKhzE*,Social Complexity variables,,RA, Agathe Dupeyron,,,,complex,list,,
Susiana,IrKhzE*,Social Complexity variables,Social Scale,Population of the largest settlement,175,700,,,complex,range,,
Susiana,IrKhzE*,Social Complexity variables,Hierarchical Complexity,Settlement hierarchy,1,,,,simple,simple,,
Susiana,IrKhzE*,Social Complexity variables,Hierarchical Complexity,Administrative levels,1,,,,simple,simple,,
Susiana,IrKhzE*,Social Complexity variables,Hierarchical Complexity,Religious levels,1,,,,simple,simple,,
Susiana,IrKhzE*,Social Complexity variables,Hierarchical Complexity,Military levels,1,,,,simple,simple,,
Susiana,IrKhzE*,Social Complexity variables,Professions,Professional military officers,inferred absent,,,,simple,simple,,
Susiana,IrKhzE*,Social Complexity variables,Professions,Professional soldiers,inferred absent,,,,simple,simple,,
Susiana,IrKhzE*,Social Complexity variables,Professions,Professional priesthood,inferred absent,,,,simple,simple,,
Susiana,IrKhzE*,Social Complexity variables,Bureaucracy characteristics,Full-time bureaucrats,inferred absent,,,,simple,simple,,
Susiana,IrKhzE*,Social Complexity variables,Bureaucracy characteristics,Examination system,inferred absent,,,,simple,simple,,
Susiana,IrKhzE*,Social Complexity variables,Bureaucracy characteristics,Merit promotion,inferred absent,,,,simple,simple,,
Susiana,IrKhzE*,Social Complexity variables,Bureaucracy characteristics,Specialized government buildings,inferred absent,,,,simple,simple,,
Susiana,IrKhzE*,Social Complexity variables,Law,Formal legal code,inferred absent,,,,simple,simple,,
Susiana,IrKhzE*,Social Complexity variables,Law,Judges,inferred absent,,,,simple,simple,,
Susiana,IrKhzE*,Social Complexity variables,Law,Courts,inferred absent,,,,simple,simple,,
Susiana,IrKhzE*,Social Complexity variables,Law,Professional Lawyers,inferred absent,,,,simple,simple,,
Susiana,IrKhzE*,Social Complexity variables,Specialized Buildings: polity owned,Communal buildings,inferred present,,,,simple,simple,,
Susiana,IrKhzE*,Social Complexity variables,Specialized Buildings: polity owned,Special purpose house,inferred present,,,,simple,simple,,
Susiana,IrKhzE*,Social Complexity variables,Specialized Buildings: polity owned,Utilitarian public buildings,absent,,,,complex,uncertain,,
Susiana,IrKhzE*,Social Complexity variables,Specialized Buildings: polity owned,Utilitarian public buildings,present,,,,complex,uncertain,,
Susiana,IrKhzE*,Social Complexity variables,Specialized Buildings: polity owned,irrigation systems,absent,,,,complex,uncertain,,
Susiana,IrKhzE*,Social Complexity variables,Specialized Buildings: polity owned,irrigation systems,present,,,,complex,uncertain,,
Susiana,IrKhzE*,Social Complexity variables,Specialized Buildings: polity owned,food storage sites,inferred present,,,,simple,simple,,
Susiana,IrKhzE*,Social Complexity variables,Specialized Buildings: polity owned,Symbolic buildings,inferred absent,,,,simple,simple,,
Susiana,IrKhzE*,Social Complexity variables,Specialized Buildings: polity owned,Entertainment buildings,inferred absent,,,,simple,simple,,
Susiana,IrKhzE*,Social Complexity variables,Specialized Buildings: polity owned,Knowledge/information buildings,absent,,,,simple,simple,,
Susiana,IrKhzE*,Social Complexity variables,Information,Length,inferred absent,,,,simple,simple,,
Susiana,IrKhzE*,Social Complexity variables,Information,Area,inferred absent,,,,simple,simple,,
Susiana,IrKhzE*,Social Complexity variables,Information,Volume,inferred absent,,,,simple,simple,,
Susiana,IrKhzE*,Social Complexity variables,Information,Weight,inferred absent,,,,simple,simple,,
Susiana,IrKhzE*,Social Complexity variables,Information,Time,inferred absent,,,,simple,simple,,
Susiana,IrKhzE*,Social Complexity variables,Information,Geometrical,inferred absent,,,,simple,simple,,
Susiana,IrKhzE*,Social Complexity variables,Information,Written records,absent,,,,simple,simple,,
Susiana,IrKhzE*,Social Complexity variables,Information,Script,absent,,,,simple,simple,,
Susiana,IrKhzE*,Social Complexity variables,Information,Non-phonetic writing,absent,,,,simple,simple,,
Susiana,IrKhzE*,Social Complexity variables,Information,Phonetic alphabetic writing,absent,,,,simple,simple,,
Susiana,IrKhzE*,Social Complexity variables,Information,Lists tables and classifications,absent,,,,simple,simple,,
Susiana,IrKhzE*,Social Complexity variables,Information,Calendar,absent,,,,simple,simple,,
Susiana,IrKhzE*,Social Complexity variables,Information,Sacred Texts,absent,,,,simple,simple,,
Susiana,IrKhzE*,Social Complexity variables,Information,Religious literature,absent,,,,simple,simple,,
Susiana,IrKhzE*,Social Complexity variables,Information,Practical literature,absent,,,,simple,simple,,
Susiana,IrKhzE*,Social Complexity variables,Information,History,absent,,,,simple,simple,,
Susiana,IrKhzE*,Social Complexity variables,Information,Philosophy,absent,,,,simple,simple,,
Susiana,IrKhzE*,Social Complexity variables,Information,Scientific literature,absent,,,,simple,simple,,
Susiana,IrKhzE*,Social Complexity variables,Information,Fiction,absent,,,,simple,simple,,
Susiana,IrKhzE*,Social Complexity variables,Other,Articles,inferred present,,,,simple,simple,,
Susiana,IrKhzE*,Social Complexity variables,Other,Foreign coins,absent,,,,simple,simple,,
Susiana,IrKhzE*,Social Complexity variables,Other,Indigenous coins,absent,,,,simple,simple,,
Susiana,IrKhzE*,Social Complexity variables,Other,Paper currency,absent,,,,simple,simple,,
Susiana,IrKhzE*,Social Complexity variables,Other,Debt and credit structures,absent,,,,simple,simple,,
Susiana,IrKhzEM,Social Complexity variables,,RA,Edward A L Turner,,,,complex,list,,
Susiana,IrKhzEM,Social Complexity variables,,RA, Agathe Dupeyron,,,,complex,list,,
